term.id,-,term.name,term.units,term.synonyms,term.definition,term.subClassOf.0.id,term.hsCode,term.wikipedia,term.agrovoc,term.defaultProperties.0.term.id,term.defaultProperties.0.value,term.defaultProperties.0.description,term.defaultProperties.1.term.id,term.defaultProperties.1.value,term.defaultProperties.1.description,term.defaultProperties.2.term.id,term.defaultProperties.2.value,term.defaultProperties.2.description,term.defaultProperties.2.min,term.defaultProperties.2.max,term.defaultProperties.3.term.id,term.defaultProperties.3.value,term.defaultProperties.3.sd,term.defaultProperties.3.description,term.defaultProperties.3.min,term.defaultProperties.3.max,term.ecoinventReferenceProductId,lookups.0.name,lookups.0.value,lookups.0.dataState,lookups.1.name,lookups.1.value,lookups.1.dataState,lookups.2.name,lookups.2.value,lookups.2.dataState,lookups.3.name,lookups.3.value,lookups.3.source,lookups.3.dataState,lookups.4.name,lookups.4.value,lookups.4.source,lookups.4.dataState,lookups.5.name,lookups.5.value,lookups.5.source,lookups.5.dataState,lookups.6.name,lookups.6.value,lookups.6.source,lookups.6.dataState,lookups.7.name,lookups.7.value,lookups.7.dataState,lookups.8.name,lookups.8.value,lookups.8.dataState,lookups.9.name,lookups.9.value,lookups.9.dataState,lookups.10.name,lookups.10.value,lookups.10.dataState,lookups.11.name,lookups.11.value,lookups.11.dataState,lookups.12.name,lookups.12.value,lookups.12.dataState,lookups.13.name,lookups.13.value,lookups.13.dataState,lookups.14.name,lookups.14.value,lookups.14.dataState,lookups.15.name,lookups.15.value,lookups.15.dataState,lookups.16.name,lookups.16.value,lookups.16.dataState
fuelOil,fuel Oil,Fuel oil,kg,-,-,-,2710.19,https://en.wikipedia.org/wiki/Fuel_oil,-,density,860,-,energyContentLowerHeatingValue,43.2,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/2966d161-5281-47d6-86d3-efbb0a4b2110,sicCode,4680,complete,cpcVersion2Code,33370,complete,ecoinventMapping,"heavy fuel oil, market for heavy fuel oil: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
whiteSpiritAndSpecialBoilingPointIndustrialSpirits,white Spirit And Special Boiling Point Industrial Spirits,White spirit and special boiling point industrial spirits,kg,Mineral turpentine; Turpentine substitute; Petroleum spirits,-,-,2710.11,https://en.wikipedia.org/wiki/White_spirit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/27a3ac7b-e31a-48da-84f5-8dbdcb96e565,sicCode,4691,complete,cpcVersion2Code,33330,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
mineralOil,mineral Oil,Mineral oil,kg,-,"Colorless, odorless, light mixtures of higher alkanes from a mineral source.",-,-,https://en.wikipedia.org/wiki/Mineral_oil,http://aims.fao.org/aos/agrovoc/c_4851 ,density,835,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
ethanol,ethanol,Ethanol,kg,Ethyl alcohol; Grain alcohol; Drinking alcohol; Alcohol,-,-,-,https://en.wikipedia.org/wiki/Ethanol,http://aims.fao.org/aos/agrovoc/c_10677 ,density,789,-,energyContentLowerHeatingValue,26.7,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,29.7,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,-,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0.65,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0.65,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0.65,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
lubricant,lubricant,Lubricant,kg,Lube oil; Lubricating oil; Grease; Engine oil; Transmission fluid,"A generic term for a wide range of substances used to reduce friction between surfaces in mutual contact, generally composed of 80–90% petroleum hydrocarbon distillate and 10–20% additives.",-,2710.19,https://en.wikipedia.org/wiki/Lubricant,http://aims.fao.org/aos/agrovoc/c_25737 ,density,825,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/ea75b944-c676-4a13-85b8-2bea98f765a4,sicCode,4692,complete,cpcVersion2Code,33380,complete,ecoinventMapping,"lubricating oil, market for lubricating oil: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
paraffinWaxes,paraffin Waxes,Paraffin waxes,kg,-,-,-,2712.2,https://en.wikipedia.org/wiki/Paraffin_wax,http://aims.fao.org/aos/agrovoc/c_5557 ,density,900,-,energyContentLowerHeatingValue,41.5,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,46,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,-,sicCode,4693,complete,cpcVersion2Code,33500,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,1,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
petroleumCoke,petroleum Coke,Petroleum coke,kg,Coke; Petcoke,-,-,"2708.20, 2713.11, 2713.12",https://en.wikipedia.org/wiki/Petroleum_coke,-,-,-,-,energyContentLowerHeatingValue,35,Ecoinvent v2.0 2007,energyContentHigherHeatingValue,36.1,Ecoinvent v2.0 2007,-,-,-,-,-,-,-,-,-,sicCode,4694,complete,cpcVersion2Code,"33500, 34540",complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0.79,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0.79,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0.79,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
bitumen,bitumen,Bitumen,kg,Asphalt,-,-,2713.2,https://en.wikipedia.org/wiki/Asphalt,http://aims.fao.org/aos/agrovoc/c_26761 ,-,-,-,energyContentLowerHeatingValue,40.7,Ecoinvent v2.0 2007,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,4695,complete,cpcVersion2Code,33500,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
otherOilProductsNEC,other Oil Products NEC,Other oil products n.e.c.,kg,-,-,-,"2707, 2708.10, 2710.11,
2710.19, 2711.14, 2712.10,
2712.20, 2712.90, 2713.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,4699,complete,cpcVersion2Code,"33330, 33350, 33380, 33420, 33500, 34540",complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
woodPellets,wood Pellets,Wood pellets,kg,-,"Small cylinders made from dried and compacted sawdust and related wood by-products, with a typical moisture content of 8-10%. The dry matter can be changed by adding the Dry matter Property to the Input.",-,4401.3,https://en.wikipedia.org/wiki/Pellet_fuel,-,density,372.5,-,energyContentLowerHeatingValue,17.25,https://www.engineeringtoolbox.com/,-,-,-,-,-,dryMatter,91,-,-,-,-,https://glossary.ecoinvent.org/ids/249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6,sicCode,5111,complete,cpcVersion2Code,39280,complete,ecoinventMapping,"wood pellet, measured as dry mass, market for wood pellet: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
woodFuel,wood Fuel,Wood (fuel),kg,Firewood,"Wood for burning, with a typical moisture content of 15-20%. The dry matter can be changed by adding the Dry matter Property to the Input.",-,4401.1,https://en.wikipedia.org/wiki/Wood,-,density,372.5,-,energyContentLowerHeatingValue,15.4,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,18.5,Ecoinvent v2.0 2007,-,-,dryMatter,82.5,-,-,-,-,https://glossary.ecoinvent.org/ids/249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6,sicCode,5111,complete,cpcVersion2Code,39280,complete,ecoinventMapping,"wood pellet, measured as dry mass, market for wood pellet: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
woodChipFuel,wood Chip Fuel,Wood chip (fuel),kg,Woodchips; Wood chips,Small- to medium-sized pieces of wood formed by cutting or chipping larger pieces of wood. ,-,4401.1,https://en.wikipedia.org/wiki/Woodchips,-,density,372.5,-,energyContentLowerHeatingValue,15.4,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,16.2,https://www.engineeringtoolbox.com/,-,-,dryMatter,82.5,-,-,-,-,https://glossary.ecoinvent.org/ids/249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6,sicCode,5111,complete,cpcVersion2Code,39280,complete,ecoinventMapping,"wood pellet, measured as dry mass, market for wood pellet: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
otherFuelwoodWoodResiduesAndByProducts,"other Fuelwood, Wood Residues And By-Products","Other fuelwood, wood residues and by-products",kg,-,-,-,"4401.10, 4401.21,
4401.22, 4401.30",-,-,density,372.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6,sicCode,5119,complete,cpcVersion2Code,"03130, 31230, 39280",complete,ecoinventMapping,"wood pellet, measured as dry mass, market for wood pellet: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
bagasse,bagasse,Bagasse,kg,-,-,-,2303.2,https://en.wikipedia.org/wiki/Bagasse,http://aims.fao.org/aos/agrovoc/c_776 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/22df1429-91c9-4d1e-a289-1deec0adc66d,sicCode,5120,complete,cpcVersion2Code,39140,complete,ecoinventMapping,"bagasse, from sugarcane, market for bagasse, from sugarcane: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
blackLiquor,black Liquor,Black liquor,kg,-,-,-,3804,https://en.wikipedia.org/wiki/Black_liquor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,5140,complete,cpcVersion2Code,39230,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
otherVegetalMaterialAndResidues,other Vegetal Material And Residues,Other vegetal material and residues,kg,-,-,-,"0901.90, 1213, 1802, 2302, 2304, 2305, 2306, 3101",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,5150,complete,cpcVersion2Code,"01913, 21710, 34654, 39120, 39150",complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
charcoal,charcoal,Charcoal,kg,-,-,-,4402,https://en.wikipedia.org/wiki/Charcoal,http://aims.fao.org/aos/agrovoc/c_1503 ,density,182.5,-,-,-,-,energyContentHigherHeatingValue,29.6,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,-,sicCode,5160,complete,cpcVersion2Code,34510,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
biogasoline,biogasoline,Biogasoline,kg,Biopetrol,-,-,"2207.20, 2905.11, 2905.13, 2905.14, 2909.19",https://en.wikipedia.org/wiki/Biogasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,5210,complete,cpcVersion2Code,"34131, 34139, 34170",complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,3.2,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00006,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.00712,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
biodiesel,biodiesel,Biodiesel,kg,Biodiesels; VOME; Methyl soyate; Soy Methyl Ester; Vegetable Oil Methyl Ester,-,-,3824.9,https://en.wikipedia.org/wiki/Biodiesel,http://aims.fao.org/aos/agrovoc/c_35013 ,density,880,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/cf82552d-9740-4f5c-8df1-844cc9486547,sicCode,5220,complete,cpcVersion2Code,35490,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,3.17,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00014,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.03263,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
bioJetKerosene,bio Jet Kerosene,Bio jet kerosene,kg,-,-,-,-,https://en.wikipedia.org/wiki/Aviation_biofuel,-,-,-,-,energyContentLowerHeatingValue,43,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,5230,complete,cpcVersion2Code,,missing,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
bioethanol,bioethanol,Bioethanol,kg,Ethyl alcohol; Grain alcohol; Drinking alcohol; Alcohol; Bio ethanol,-,-,-,https://en.wikipedia.org/wiki/Biofuel,http://aims.fao.org/aos/agrovoc/c_79935594 ,density,789,-,energyContentLowerHeatingValue,26.7,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,29.7,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,-,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,FALSE,complete
